Date,Open,High,Low,Close,Adj Close,Volume,CloseLong,CloseShort,OpenLong,OpenShort,HighLong,HighShort,LowLong,LowShort
03/03/2020,70.975998,71.456001,70.309998,71.019997,71.019997,0,72,28,77,23,77,30,70,23
04/03/2020,70.501999,71.290001,70.501999,70.461998,70.461998,0,71,29,72,28,73,29,71,27
05/03/2020,71.32,71.321999,70.278999,71.350998,71.350998,0,70,30,72,28,72,33,67,28
06/03/2020,70.322998,70.408997,69.581001,70.278999,70.278999,0,75,25,71,29,75,32,68,25
08/03/2020,#N/A,,,,,,76,24,75,25,77,25,75,23
09/03/2020,68.757004,68.989998,64.435997,68.730003,68.730003,0,65,35,75,25,75,36,64,25
10/03/2020,68.041,68.976997,67.120003,68.016998,68.016998,0,66,34,67,33,68,38,62,32
11/03/2020,68.240997,68.752998,67.675003,68.245003,68.245003,0,63,37,63,37,66,39,61,34
12/03/2020,67.779999,67.810997,65.947998,67.727997,67.727997,0,70,30,62,38,73,40,60,27
13/03/2020,65.730003,67.712997,65.617996,65.619003,65.619003,0,74,26,67,33,74,36,64,26
15/03/2020,#N/A,,,,,,71,29,74,26,74,29,71,26
16/03/2020,65.827003,66.205002,64.064003,65.877998,65.877998,0,66,34,73,27,73,37,63,27
17/03/2020,64.855003,65.792999,63.951,64.75,64.75,0,69,31,66,34,71,35,65,29
18/03/2020,64.247002,64.611,62.999001,64.303001,64.303001,0,67,33,68,32,68,41,59,32
19/03/2020,62.772999,65.487999,59.195,62.917999,62.917999,0,60,40,69,31,70,43,57,30
